SPB-18340,2019-06-04 9:36,560,비전교회 앞,8,2019-06-04 10:01,3534,건대입구역 5번출구 뒤,7,23,3320
SPB-13780,2019-06-04 8:36,1222,잠실새내역 5번 출구 뒤,4,2019-06-04 10:04,3534,건대입구역 5번출구 뒤,9,88,80
SPB-13835,2019-06-04 10:05,540,군자역 7번출구 베스트샵 앞,6,2019-06-04 10:20,3534,건대입구역 5번출구 뒤,9,14,2160
SPB-12978,2019-06-04 10:37,3506,영동대교 북단,4,2019-06-04 10:41,3534,건대입구역 5번출구 뒤,8,4,810
SPB-24202,2019-06-04 11:28,592,건국대학교 학생회관,16,2019-06-04 11:39,3534,건대입구역 5번출구 뒤,9,9,1100
SPB-04480,2019-06-04 11:34,3505,신양초교앞 교차로,8,2019-06-04 11:39,3534,건대입구역 5번출구 뒤,8,5,680
SPB-12978,2019-06-04 10:43,3534,건대입구역 5번출구 뒤,8,2019-06-04 11:44,3534,건대입구역 5번출구 뒤,12,57,970
SPB-04854,2019-06-04 8:23,3520,광진경찰서,4,2019-06-04 11:45,3534,건대입구역 5번출구 뒤,2,201,2650
SPB-06734,2019-06-04 11:46,3520,광진경찰서,7,2019-06-04 11:54,3534,건대입구역 5번출구 뒤,5,8,1720
SPB-23378,2019-06-04 11:57,3500,군자역2번출구,2,2019-06-04 12:25,3534,건대입구역 5번출구 뒤,12,28,3570
SPB-04480,2019-06-04 12:10,3534,건대입구역 5번출구 뒤,8,2019-06-04 12:27,3534,건대입구역 5번출구 뒤,5,16,610
SPB-06846,2019-06-04 12:31,3542,래미안 구의파크 스위트,15,2019-06-04 12:47,3534,건대입구역 5번출구 뒤,8,15,2660
SPB-14183,2019-06-04 12:39,589,성수역3번출구,1,2019-06-04 12:49,3534,건대입구역 5번출구 뒤,2,10,1320
SPB-12396,2019-06-04 12:37,546,잠실대교북단 교차로,8,2019-06-04 12:52,3534,건대입구역 5번출구 뒤,7,15,1810
SPB-14177,2019-06-04 13:38,509,이마트 버스정류소 옆,5,2019-06-04 13:51,3534,건대입구역 5번출구 뒤,5,12,2210
SPB-05153,2019-06-04 13:51,3509,세종사이버대학교,16,2019-06-04 14:06,3534,건대입구역 5번출구 뒤,3,14,2390
SPB-16979,2019-06-04 13:36,500,어린이대공원역 3번출구 앞,4,2019-06-04 14:30,3534,건대입구역 5번출구 뒤,12,53,2600
SPB-16364,2019-06-04 13:53,631,답십리역 1번출구,15,2019-06-04 14:45,3534,건대입구역 5번출구 뒤,1,52,7370
SPB-07248,2019-06-04 14:36,571,어린이대공원역6번출구,6,2019-06-04 14:46,3534,건대입구역 5번출구 뒤,4,9,1180
SPB-23833,2019-06-04 14:41,514,성수사거리 버스정류장 앞,2,2019-06-04 14:48,3534,건대입구역 5번출구 뒤,9,6,870
SPB-18302,2019-06-04 14:44,3523,건국대학교 과학관(이과대) 앞,8,2019-06-04 14:52,3534,건대입구역 5번출구 뒤,6,7,1370
SPB-06645,2019-06-04 14:40,3518,군자역 7번출구뒤,2,2019-06-04 14:52,3534,건대입구역 5번출구 뒤,8,11,2340
SPB-17115,2019-06-04 14:42,571,어린이대공원역6번출구,6,2019-06-04 14:52,3534,건대입구역 5번출구 뒤,10,9,1210
SPB-06097,2019-06-04 14:51,592,건국대학교 학생회관,10,2019-06-04 14:59,3534,건대입구역 5번출구 뒤,7,7,0
SPB-18120,2019-06-04 15:00,500,어린이대공원역 3번출구 앞,1,2019-06-04 15:08,3534,건대입구역 5번출구 뒤,12,7,1050
SPB-05462,2019-06-04 15:05,589,성수역3번출구,5,2019-06-04 15:27,3534,건대입구역 5번출구 뒤,10,21,2250
SPB-17152,2019-06-04 15:16,2313,금원빌딩 앞,10,2019-06-04 15:33,3534,건대입구역 5번출구 뒤,3,16,2980
SPB-14226,2019-06-04 16:24,3524,세종대학교,13,2019-06-04 16:38,3534,건대입구역 5번출구 뒤,8,13,2140
SPB-25002,2019-06-04 16:31,3509,세종사이버대학교,17,2019-06-04 16:43,3534,건대입구역 5번출구 뒤,9,11,1900
SPB-01231,2019-06-04 16:42,3529,어린이대공원정문,15,2019-06-04 16:50,3534,건대입구역 5번출구 뒤,7,7,1400
SPB-09045,2019-06-04 16:10,3522,사근삼거리,9,2019-06-04 16:50,3534,건대입구역 5번출구 뒤,3,37,4170
